MCC,Название,Группа,Обновлено
5931,"Секонд-хенды, магазины б/у товаров, комиссионки",Различные магазины,01.01.18
5932,"Антикварные магазины – продажа, ремонт и услуги реставрации",Различные магазины,01.01.18
5933,Ломбарды,Различные магазины,30.12.17
5935,Уничтожение и сбор остатков,Различные магазины,01.01.18
5937,Магазины репродукций и антиквариата,Различные магазины,01.01.18
5940,Веломагазины – продажа и обслуживание,Различные магазины,01.01.18
5941,Спорттовары,Различные магазины,01.01.18
5942,Книжные магазины,Различные магазины,30.12.17
5943,"Магазины офисных, школьных принадлежностей, канцтоваров",Различные магазины,01.01.18
5944,"Часы, ювелирные и серебряные изделия",Различные магазины,01.01.18
5945,"Игрушки, игры и хобби-товары",Различные магазины,01.01.18
5946,Магазины фотооборудования и фотоприборов,Различные магазины,01.01.18
5947,"Магазины открыток, подарков, новинок и сувениров",Различные магазины,01.01.18
5948,"Магазины кожаных изделий, дорожных принадлежностей",Различные магазины,30.12.17
5949,"Магазины ткани, ниток, рукоделия, шитья",Различные магазины,01.01.18
5950,Магазины хрусталя и изделий из стекла,Различные магазины,30.12.17
5960,Прямой маркетинг – страховые услуги,Продажи по почте/телефону,01.01.18
5961,"Заказы по почте, включая заказы по каталогу",Продажи по почте/телефону,31.01.18
5962,"Прямой маркетинг – услуги, относящиеся к туризму",Продажи по почте/телефону,01.01.18
5963,"Продажа ""от двери до двери""",Различные магазины,30.12.17
5964,Прямой маркетинг – торговля по каталогам,Продажи по почте/телефону,30.12.17
5965,Прямой маркетинг – комбинированный каталог и розничные продавцы,Продажи по почте/телефону,30.12.17
5966,Прямой маркетинг - исходящий телемаркетинг,Продажи по почте/телефону,01.01.18
5967,Прямой маркетинг – входящий телемаркетинг,Продажи по почте/телефону,01.01.18
5968,Прямой маркетинг – Торговые точки подписки,Продажи по почте/телефону,18.04.17
5969,Прямой маркетинг – другие торговые точки прямого маркетинга (нигде более не классифицированные),Продажи по почте/телефону,01.01.18
5970,Магазины художественных и ремесляных изделий,Различные магазины,01.01.18
5971,Галереи и художественные посредники,Различные магазины,18.04.17
5972,Магазины монет и марок (филателические и нумизматические),Различные магазины,01.01.18
5973,Магазины религиозных товаров,Различные магазины,01.01.18
5975,"Слуховые аппараты – продажа, сервис, снабжение",Различные магазины,01.01.18
5976,Ортопедические товары,Различные магазины,01.01.18
5977,Магазины косметики,Различные магазины,01.01.18
5978,"Магазины печатающих устройств – аренда, продажа, услуги",Различные магазины,01.01.18
5983,"Поставщики топлива – уголь, мазут, сжиженная нефть, древесина",Различные магазины,05.04.19
5992,Флористика,Различные магазины,01.01.18
5993,Табачные магазины,Различные магазины,18.04.17
5994,Дилеры по продаже печатной продукции,Различные магазины,01.01.18
5995,Зоомагазины,Различные магазины,18.04.17
5996,Плавательные бассейны – продажа и снабжение,Различные магазины,01.01.18
5997,Магазины электрических бритвенных принадлежностей – распродажа и услуги.,Различные магазины,01.01.18
5998,Магазины палаток и навесов,Различные магазины,01.01.18
5999,Различные магазины и специальные розничные магазины,Различные магазины,01.01.18
6010,Финансовые учреждения – снятие наличности вручную,Поставщик услуг,01.01.18
6011,Финансовые учреждения – снятие наличности автоматически,Поставщик услуг,01.01.18
6012,Финансовые учреждения – торговля и услуги,Поставщик услуг,01.01.18
6022,Financial Institution (RCL Internal),Поставщик услуг,14.10.17
6023,State Banks (RCL Internal),Поставщик услуг,14.10.17
6025,National Banks (RCL Internal),Поставщик услуг,14.10.17
6026,National Banks Non Federal (RCL Internal),Поставщик услуг,14.10.17
6028,Unincorporated Private Banks (RCL Internal),Поставщик услуг,14.10.17
6050,Финансовые учреждения – квази-кэш (электронные деньги),Поставщик услуг,05.04.19
6051,Нефинансовые учреждения – квази-кэш,Поставщик услуг,18.04.17
6211,Ценные бумаги – Брокеры/Дилеры,Поставщик услуг,18.04.17
6300,"Продажа страхования, андеррайтинг, премии",Поставщик услуг,18.11.18
6381,Страховые премии,,14.10.17
6399,Страхование - нигде более не классифицированные,Поставщик услуг,14.10.17
6513,Агенты недвижимости и менеджеры - Аренда,Поставщик услуг,17.04.17
6529,Remote Stored Value Load - Финансовые организации,Поставщик услуг,14.10.17
6530,Remote Stored Value Load - Продавец,Поставщик услуг,14.10.17
6531,Оплата услуг – денежные переводы,Поставщик услуг,14.10.17
6532,Платежная операция - финансовое учреждение,Поставщик услуг,09.04.17
6533,Платежная операция - продавец,Поставщик услуг,17.04.17
6534,Денежный перевод - финансовое учреждение,Поставщик услуг,14.10.17
6535,Права требования на ценности — Финансовые организации,Поставщик услуг,06.10.17
6536,Денежные переводы MasterCard MoneySend - внутри страны,Поставщик услуг,17.04.17
6537,Денежные переводы MasterCard MoneySend - между странами,Поставщик услуг,17.04.17
6538,Денежные переводы MasterCard MoneySend Funding,Поставщик услуг,18.04.17
6539,Транзакция по финансированию (исключая MoneySend),Поставщик услуг,14.10.17
6540,Транзакции по финансированию POI (за исключением MoneySend),Поставщик услуг,01.01.18
6611,Переплата (авансовые платежи),Поставщик услуг,14.10.17
6760,Облигации сберегательного займа,Поставщик услуг,14.10.17
7011,Отели и мотели - нигде более не классифицированные,Отели и мотели,01.05.19
7012,Тайм-шер,Поставщик услуг,17.04.17
7032,Рекреационные и спортивные лагеря,Поставщик услуг,01.01.18
7033,Кемпинги и трейлер-парки,Поставщик услуг,17.04.17
7210,Услуги по уборке и прачечной,Личные услуги,18.04.17
7211,Услуги прачечной - семейные и коммерческие,Личные услуги,09.04.17
7216,Химчистка,Личные услуги,17.04.17
7217,Чистка ковров и обивок,Личные услуги,09.04.17
7221,Фотостудии,Личные услуги,01.01.18
7230,Парикмахерские и салоны красоты,Личные услуги,18.04.17
7251,"Чистка шляп, ремонт и чистка обуви",Личные услуги,09.04.17
7261,Похоронные службы и крематории,Личные услуги,12.07.17
7273,Знакомства,Личные услуги,17.04.17
7276,Служба налоговой подготовки,Личные услуги,01.01.18
7277,"Долги, брак, личные вопросы - консультирование",Личные услуги,02.04.19
7278,Услуги покупок/шоппинга,Личные услуги,17.04.17
7280,Пациент больницы – вывод личных средств,Личные услуги,22.03.18
7296,"Сдача в аренду костюмов, униформы, простой одежды",Личные услуги,18.04.17
7297,Массажные салоны,Личные услуги,18.04.17
7298,Салоны красоты и здоровья,Личные услуги,01.01.18
7299,Различные услуги - нигде более не классифицированные,Личные услуги,18.11.18
7311,Рекламные услуги,Бизнес услуги,18.04.17
7321,Потребительские кредитные агентства,Бизнес услуги,17.04.17
7322,Агентства взыскания долгов,Бизнес услуги,14.10.17
7332,Услуги синьки и фотокопирования,Бизнес услуги,14.10.17
7333,"Коммерческое искусство, графика, фотография",Бизнес услуги,01.01.18
7338,"Быстрое копирование, репродуцирование и услуги по созданию чертежей",Бизнес услуги,18.04.17
7339,Услуги стенографии и секретарского дела,Бизнес услуги,01.01.18
7342,Истребление насекомых и дезинфекция,Бизнес услуги,12.04.17
7349,Уборка и чистка помещений,Бизнес услуги,14.04.17
7361,"Агентства по трудоустройству, временные справочные службы",Бизнес услуги,17.04.17
7372,"Программирование, обработка данных, проектирование интегрированных систем",Бизнес услуги,18.04.17
7375,Информационно-поисковые услуги,Бизнес услуги,18.04.17
7379,Ремонт компьютеров,Бизнес услуги,18.04.17
7389,Бизнес услуги – нигде более не классифицированные,Бизнес услуги,31.01.18
7392,"Услуги по консультированию, управлению и связям с общественностью",Бизнес услуги,17.04.17
7393,"Детективные агентства, охранные агентства, службы безопасности, включая бронированные автомобили, сторожевых собак",Бизнес услуги,17.04.17
7394,"Аренда оборудования и лизинговые услуги, аренда мебели, прокат инструментов",Бизнес услуги,01.01.18
7395,"Фотостудии, фотолаборатории",Бизнес услуги,18.04.17
7399,Бизнес услуги – нигде более не классифицированные,Бизнес услуги,18.04.17
7511,Стоянка грузового транспорта,Бизнес услуги,18.04.17
7512,Прокат автомобилей,Аренда автомобилей,18.04.17
7513,Прокат аксессуаров для трэйлеров и грузовиков.,Аренда автомобилей,17.04.17
7519,"Прокат домиков на колесах, аксессуары к наземному транспорту.",Аренда автомобилей,18.04.17
7523,Паркинги и гаражи,Бизнес услуги,17.04.17
7531,Станции технического обслуживания для автомобильного транспорта,Ремонтные услуги,16.04.17
7534,Шиномонтаж и вулканизация,Ремонтные услуги,18.04.17
7535,Покраска автомобилей,Ремонтные услуги,17.04.17
7538,СТО общего назначения,Ремонтные услуги,18.04.17
7542,Автомойки,Ремонтные услуги,18.04.17
7549,Буксировка,Ремонтные услуги,17.04.17
7622,Ремонт электроники,Ремонтные услуги,17.04.17
7623,Ремонт кондиционеров и холодильников,Ремонтные услуги,22.03.18
7629,Ремонт электрооборудования и малой бытовой техники,Ремонтные услуги,22.03.18
7631,Центры ремонта часов и чистки ювелирных изделий,Ремонтные услуги,17.04.17
7641,"Мебель – обивка, ремонт и реставрация",Ремонтные услуги,18.04.17
7692,Ремонт с помощью сварки,Ремонтные услуги,17.04.17
7699,Ремонтные услуги – нигде более не классифицированные,Ремонтные услуги,18.04.17
7800,Правительственная лотерея (только США),Развлечения,14.10.17
7801,Азартные игры в интернете (только США),Развлечения,04.04.17
7802,Лошадиные / собачьи бега (только США),Развлечения,04.04.17
7829,Производство фото/видео,Развлечения,18.04.17
7832,Кинотеатры,Развлечения,18.04.17
7833,Экспресс-оплата – Кинотеатр,Развлечения,22.03.18
7841,Видеопрокат,Развлечения,17.04.17
7911,"Танцклубы, танцшколы и студии",Развлечения,17.04.17
7922,"Театральные продюсеры (кроме кинофильмов), билетные агентства",Развлечения,01.01.18
7929,"Музыкальные группы, оркестры и прочие развлекательные услуги",Развлечения,18.04.17
7932,Бильярд-клубы,Развлечения,17.04.17
7933,Боулинг-клубы,Развлечения,18.04.17
7941,"Атлетические поля, коммерческие виды спорта, профессиональные спортивные клубы, промоутеры спорта",Развлечения,31.01.18
7991,Туристические аттракционы и шоу,Развлечения,01.01.18
7992,Публичные поля для гольфа,Развлечения,01.01.18
7993,Принадлежности для видеоигр,Развлечения,01.01.18
7994,Галереи/учреждения видеоигр,Развлечения,22.03.18
7995,Транзакции по азартным играм,Развлечения,01.01.18
7996,"Парки аттракционов, карнавалы, цирки, гадалки",Развлечения,05.01.18
7997,"Клубы – загородные клубы, членство (отдых, спорт), частные поля для гольфа",Развлечения,05.01.18
7998,"Аквариумы, дельфинарии, зоопарки и морские парки",Развлечения,05.01.18
7999,Услуги отдыха — нигде более не классифицированные,Развлечения,01.01.18
8011,Доктора — нигде более не классифицированные,Профессиональные услуги,18.04.17
8021,"Дантисты, ортодантисты",Профессиональные услуги,17.04.17
8031,Остеопаты,Профессиональные услуги,01.01.18
8041,Хиропрактики,Профессиональные услуги,17.04.17
8042,"Оптометристы, офтальмологи",Профессиональные услуги,18.04.17
8043,"Оптика, оптические товары и очки",Профессиональные услуги,01.01.18
8044,"Оптика, оптические товары и очки",Профессиональные услуги,14.10.17
8049,Ортопеды,Профессиональные услуги,17.04.17
8050,Услуги персонального ухода,Профессиональные услуги,22.03.18
8062,Больницы,Профессиональные услуги,01.01.18
8071,Стоматологические и медицинские лаборатории,Профессиональные услуги,22.03.18
8099,"Медицинские работники, медицинские услуги – нигде более не классифицированные",Профессиональные услуги,22.03.18
8111,"Адвокаты, юридические услуги",Профессиональные услуги,02.04.19
8211,Начальная и средняя школы,Профессиональные услуги,12.02.19
8220,"Колледжи, университеты",Профессиональные услуги,12.02.19
8241,Дистанционные школы,Профессиональные услуги,12.02.19
8244,Бизнес / секретарские школы,Профессиональные услуги,12.02.19
8249,Профессиональные / торговые школы,Профессиональные услуги,12.02.19
8299,Образовательные услуги,Профессиональные услуги,18.04.17
8351,Дошкольные заведения,Профессиональные услуги,01.01.18
8398,Благотворительные и общественные службы - сбор средств,Членские организации,17.04.17
8641,"Гражданские, социальные и братские ассоциации",Членские организации,01.01.18
8651,Политические организации,Членские организации,18.04.17
8661,Религиозные организации,Членские организации,18.04.17
8664,Категория неизвестна,,14.10.17
8675,Автомобильные ассоциации,Членские организации,17.04.17
8699,Членские организации – нигде более не классифицированные,Членские организации,01.01.18
8734,Испытательные лаборатории (немедицинские),Бизнес услуги,01.01.18
8911,"Архитектурные, инженерные и геодезические услуги",Бизнес услуги,18.04.17
8931,"Бухгалтерский учет, аудит и бухгалтерские услуги",Бизнес услуги,01.01.18
8999,Профессиональные услуги - нигде более не классифицированные,Бизнес услуги,01.01.18
9034,I-Purchasing Pilot,Государственные услуги,14.10.17
9211,"Судебные выплаты, включая алименты и детскую поддержку",Государственные услуги,01.01.18
9222,Штрафы,Государственные услуги,17.04.17
9223,Платежи по залогам и облигациям,Государственные услуги,18.04.17
9311,Налоговые платежи,Государственные услуги,18.04.17
9399,Правительственные услуги - нигде более не классифицированные,Государственные услуги,12.02.19
9401,I-Purchasing Pilot,Государственные услуги,14.10.17
9402,Почтовые услуги (только правительственные),Государственные услуги,01.01.18
9405,Внутриправительственные закупки - только правительственные,Государственные услуги,22.03.18
9411,Платежи по государственному займу,Государственные услуги,14.10.17
9700,Automated Referral Service (только VISA),,17.04.17
9701,Служба проверки учетных данных Visa (только VISA),,04.04.17
9702,Аварийные службы (GCAS) (только VISA),,17.04.17
9751,Великобритания. Универсамы. Электронный Горячий Файл,Оптовые поставщики и производители,17.04.17
9752,Британские Бензозаправочные станции. Электронный Горячий Файл,Оптовые поставщики и производители,18.04.17
9754,Лошадиные / собачьи бега (только США),Государственные услуги,22.03.18
9950,Покупки внутри компании,,04.04.17
9999,Категория неизвестна,,16.07.18
